analysis_layer,pair_id,field_id,primary_state,rater_a_state,rater_b_state,final_state,evidence_url,checked_date,selection_stratum,stratum_frame_n,stratum_sample_n
primary_83,VUONG2025_S7_002,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8034867/,2026-07-30,,,
primary_83,VUONG2025_S7_002,target_access,public,,,public,https://pmc.ncbi.nlm.nih.gov/articles/PMC8034867/,2026-07-30,,,
primary_83,VUONG2025_S7_002,reuse_terms,not_documented,,,not_documented,https://github.com/benjamin-ackerman/generalizability_svys,2026-07-30,,,
primary_83,VUONG2025_S7_002,code_record,documented,,,documented,https://github.com/benjamin-ackerman/generalizability_svys,2026-07-30,,,
primary_83,VUONG2025_S7_002,fixed_version,verified,,,verified,https://github.com/benjamin-ackerman/generalizability_svys,2026-07-30,,,
primary_83,VUONG2025_S7_002,execution_path,not_self_contained,,,not_self_contained,https://github.com/benjamin-ackerman/generalizability_svys,2026-07-30,,,
primary_83,VUONG2025_S7_003,target_definition,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,harmonization,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,overlap,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,source_access,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,target_access,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,code_record,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,fixed_version,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_003,execution_path,unresolved,,,unresolved,https://doi.org/10.1177/0962280220988574,2026-07-30,,,
primary_83,VUONG2025_S7_004,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,harmonization,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,overlap,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,source_access,unclear,,,unclear,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,target_access,unclear,,,unclear,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,reuse_terms,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,code_record,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,fixed_version,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_004,execution_path,not_applicable,,,not_applicable,https://pmc.ncbi.nlm.nih.gov/articles/PMC10113884/,2026-07-30,,,
primary_83,VUONG2025_S7_005,target_definition,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,effect_modifier,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,harmonization,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,overlap,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,target_uncertainty,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,source_access,unclear,,,unclear,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,target_access,unclear,,,unclear,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,code_record,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,fixed_version,not_verified,,,not_verified,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_005,execution_path,not_self_contained,,,not_self_contained,https://pmc.ncbi.nlm.nih.gov/articles/PMC8742835/,2026-07-30,,,
primary_83,VUONG2025_S7_006,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,effect_modifier,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_006,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC10394194/,2026-07-30,,,
primary_83,VUONG2025_S7_007,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,overlap,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,target_uncertainty,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,source_access,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,target_access,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_007,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC7985725/,2026-07-30,,,
primary_83,VUONG2025_S7_008,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,target_uncertainty,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_008,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC5085843/,2026-07-30,,,
primary_83,VUONG2025_S7_009,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,threshold_provenance,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,target_access,public,,,public,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_009,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6358208/,2026-07-30,,,
primary_83,VUONG2025_S7_010,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,target_uncertainty,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_010,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC6578590/,2026-07-30,,,
primary_83,VUONG2025_S7_011,target_definition,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,harmonization,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,overlap,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,source_access,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,target_access,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,code_record,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,fixed_version,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_011,execution_path,unresolved,,,unresolved,https://doi.org/10.1016/j.jclinepi.2018.12.011,2026-07-30,,,
primary_83,VUONG2025_S7_012,target_definition,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,harmonization,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,overlap,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,source_access,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,target_access,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,reuse_terms,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,code_record,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,fixed_version,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_012,execution_path,unresolved,,,unresolved,https://doi.org/10.1177/1403494819890784,2026-07-30,,,
primary_83,VUONG2025_S7_013,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,harmonization,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,overlap,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,threshold_provenance,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,threshold_timing,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,target_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,reuse_terms,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,code_record,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,fixed_version,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_013,execution_path,unresolved,,,unresolved,https://pmc.ncbi.nlm.nih.gov/articles/PMC8237350/,2026-07-30,,,
primary_83,VUONG2025_S7_014,target_definition,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,effect_modifier,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,harmonization,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,overlap,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,target_uncertainty,documented,,,documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,threshold_provenance,partial,,,partial,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,threshold_timing,not_documented,,,not_documented,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,source_access,controlled,,,controlled,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,target_access,public,,,public,https://pmc.ncbi.nlm.nih.gov/articles/PMC13005602/,2026-07-30,,,
primary_83,VUONG2025_S7_014,reuse_terms,not_documented,,,not_documented,https://github.com/Zhiqiangcao/RCode_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_014,code_record,documented,,,documented,https://github.com/Zhiqiangcao/RCode_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_014,fixed_version,not_verified,,,not_verified,https://github.com/Zhiqiangcao/RCode_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_014,execution_path,not_self_contained,,,not_self_contained,https://github.com/Zhiqiangcao/RCode_transportability,2026-07-30,,,
primary_83,VUONG2025_S7_015,target_definition,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,effect_modifier,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,harmonization,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,overlap,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,target_uncertainty,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,threshold_provenance,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,threshold_timing,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,source_access,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
primary_83,VUONG2025_S7_015,target_access,unresolved,,,unresolved,https://doi.org/10.1080/00031305.2023.2267598,2026-07-30,,,
